Date,Close
2009-06-08,8764.490234
2009-06-09,8763.05957
2009-06-10,8739.019531
2009-06-11,8770.919922
2009-06-12,8799.259766
2009-06-15,8612.129883
2009-06-16,8504.669922
2009-06-17,8497.179688
2009-06-18,8555.599609
2009-06-19,8539.730469
2009-06-22,8339.009766
2009-06-23,8322.910156
2009-06-24,8299.860352
2009-06-25,8472.400391
2009-06-26,8438.389648
2009-06-29,8529.379883
2009-06-30,8447
2009-07-01,8504.05957
2009-07-02,8280.740234
2009-07-06,8324.870117
2009-07-07,8163.600098
2009-07-08,8178.410156
2009-07-09,8183.169922
2009-07-10,8146.52002
2009-07-13,8331.679688
2009-07-14,8359.490234
2009-07-15,8616.209961
2009-07-16,8711.820313
2009-07-17,8743.94043
2009-07-20,8848.150391
2009-07-21,8915.94043
2009-07-22,8881.259766
2009-07-23,9069.290039
2009-07-24,9093.240234
2009-07-27,9108.509766
2009-07-28,9096.719727
2009-07-29,9070.719727
2009-07-30,9154.459961
2009-07-31,9171.610352
2009-08-03,9286.55957
2009-08-04,9320.19043
2009-08-05,9280.969727
2009-08-06,9256.259766
2009-08-07,9370.070313
2009-08-10,9337.950195
2009-08-11,9241.450195
2009-08-12,9361.610352
2009-08-13,9398.19043
2009-08-14,9321.400391
2009-08-17,9135.339844
2009-08-18,9217.94043
2009-08-19,9279.160156
2009-08-20,9350.049805
2009-08-21,9505.959961
2009-08-24,9509.280273
2009-08-25,9539.290039
2009-08-26,9543.519531
2009-08-27,9580.629883
2009-08-28,9544.200195
2009-08-31,9496.280273
2009-09-01,9310.599609
2009-09-02,9280.669922
2009-09-03,9344.610352
2009-09-04,9441.269531
2009-09-08,9497.339844
2009-09-09,9547.219727
2009-09-10,9627.480469
2009-09-11,9605.410156
2009-09-14,9626.799805
2009-09-15,9683.410156
2009-09-16,9791.709961
2009-09-17,9783.919922
2009-09-18,9820.200195
2009-09-21,9778.860352
2009-09-22,9829.870117
2009-09-23,9748.549805
2009-09-24,9707.44043
2009-09-25,9665.19043
2009-09-28,9789.360352
2009-09-29,9742.200195
2009-09-30,9712.280273
2009-10-01,9509.280273
2009-10-02,9487.669922
2009-10-05,9599.75
2009-10-06,9731.25
2009-10-07,9725.580078
2009-10-08,9786.870117
2009-10-09,9864.94043
2009-10-12,9885.799805
2009-10-13,9871.05957
2009-10-14,10015.86035
2009-10-15,10062.94043
2009-10-16,9995.910156
2009-10-19,10092.19043
2009-10-20,10041.48047
2009-10-21,9949.360352
2009-10-22,10081.30957
2009-10-23,9972.179688
2009-10-26,9867.959961
2009-10-27,9882.169922
2009-10-28,9762.69043
2009-10-29,9962.580078
2009-10-30,9712.730469
2009-11-02,9789.44043
2009-11-03,9771.910156
2009-11-04,9802.139648
2009-11-05,10005.95996
2009-11-06,10023.41992
2009-11-09,10226.94043
2009-11-10,10246.96973
2009-11-11,10291.25977
2009-11-12,10197.46973
2009-11-13,10270.46973
2009-11-16,10406.95996
2009-11-17,10437.41992
2009-11-18,10426.30957
2009-11-19,10332.44043
2009-11-20,10318.16016
2009-11-23,10450.9502
2009-11-24,10433.70996
2009-11-25,10464.40039
2009-11-27,10309.91992
2009-11-30,10344.83984
2009-12-01,10471.58008
2009-12-02,10452.67969
2009-12-03,10366.15039
2009-12-04,10388.90039
2009-12-07,10390.11035
2009-12-08,10285.96973
2009-12-09,10337.04981
2009-12-10,10405.83008
2009-12-11,10471.5
2009-12-14,10501.04981
2009-12-15,10452
2009-12-16,10441.12012
2009-12-17,10308.25977
2009-12-18,10328.88965
2009-12-21,10414.13965
2009-12-22,10464.92969
2009-12-23,10466.44043
2009-12-24,10520.08984
2009-12-28,10547.08008
2009-12-29,10545.41016
2009-12-30,10548.50977
2009-12-31,10428.04981
2010-01-04,10583.95996
2010-01-05,10572.01953
2010-01-06,10573.67969
2010-01-07,10606.86035
2010-01-08,10618.19043
2010-01-11,10663.99023
2010-01-12,10627.25977
2010-01-13,10680.76953
2010-01-14,10710.54981
2010-01-15,10609.65039
2010-01-19,10725.42969
2010-01-20,10603.15039
2010-01-21,10389.87988
2010-01-22,10172.98047
2010-01-25,10196.86035
2010-01-26,10194.29004
2010-01-27,10236.16016
2010-01-28,10120.45996
2010-01-29,10067.33008
2010-02-01,10185.53027
2010-02-02,10296.84961
2010-02-03,10270.54981
2010-02-04,10002.17969
2010-02-05,10012.23047
2010-02-08,9908.389648
2010-02-09,10058.63965
2010-02-10,10038.37988
2010-02-11,10144.19043
2010-02-12,10099.13965
2010-02-16,10268.80957
2010-02-17,10309.24023
2010-02-18,10392.90039
2010-02-19,10402.34961
2010-02-22,10383.37988
2010-02-23,10282.41016
2010-02-24,10374.16016
2010-02-25,10321.03027
2010-02-26,10325.25977
2010-03-01,10403.79004
2010-03-02,10405.98047
2010-03-03,10396.75977
2010-03-04,10444.13965
2010-03-05,10566.2002
2010-03-08,10552.51953
2010-03-09,10564.37988
2010-03-10,10567.33008
2010-03-11,10611.83984
2010-03-12,10624.69043
2010-03-15,10642.15039
2010-03-16,10685.98047
2010-03-17,10733.66992
2010-03-18,10779.16992
2010-03-19,10741.98047
2010-03-22,10785.88965
2010-03-23,10888.83008
2010-03-24,10836.15039
2010-03-25,10841.20996
2010-03-26,10850.36035
2010-03-29,10895.86035
2010-03-30,10907.41992
2010-03-31,10856.62988
2010-04-01,10927.07031
2010-04-05,10973.54981
2010-04-06,10969.99023
2010-04-07,10897.51953
2010-04-08,10927.07031
2010-04-09,10997.34961
2010-04-12,11005.96973
2010-04-13,11019.41992
2010-04-14,11123.11035
2010-04-15,11144.57031
2010-04-16,11018.66016
2010-04-19,11092.04981
2010-04-20,11117.05957
2010-04-21,11124.91992
2010-04-22,11134.29004
2010-04-23,11204.28027
2010-04-26,11205.03027
2010-04-27,10991.99023
2010-04-28,11045.26953
2010-04-29,11167.32031
2010-04-30,11008.61035
2010-05-03,11151.83008
2010-05-04,10926.76953
2010-05-05,10866.83008
2010-05-06,10520.32031
2010-05-07,10380.42969
2010-05-10,10785.13965
2010-05-11,10748.25977
2010-05-12,10896.91016
2010-05-13,10782.9502
2010-05-14,10620.16016
2010-05-17,10625.83008
2010-05-18,10510.9502
2010-05-19,10444.37012
2010-05-20,10068.00977
2010-05-21,10193.38965
2010-05-24,10066.57031
2010-05-25,10043.75
2010-05-26,9974.450195
2010-05-27,10258.99023
2010-05-28,10136.62988
2010-06-01,10024.01953
2010-06-02,10249.54004
2010-06-03,10255.28027
2010-06-04,9931.969727
2010-06-07,9816.490234
2010-06-08,9939.980469
2010-06-09,9899.25
2010-06-10,10172.53027
2010-06-11,10211.07031
2010-06-14,10190.88965
2010-06-15,10404.76953
2010-06-16,10409.45996
2010-06-17,10434.16992
2010-06-18,10450.63965
2010-06-21,10442.41016
2010-06-22,10293.51953
2010-06-23,10298.44043
2010-06-24,10152.79981
2010-06-25,10143.80957
2010-06-28,10138.51953
2010-06-29,9870.299805
2010-06-30,9774.019531
2010-07-01,9732.530273
2010-07-02,9686.480469
2010-07-06,9743.620117
2010-07-07,10018.28027
2010-07-08,10138.99023
2010-07-09,10198.03027
2010-07-12,10216.26953
2010-07-13,10363.01953
2010-07-14,10366.71973
2010-07-15,10359.30957
2010-07-16,10097.90039
2010-07-19,10154.42969
2010-07-20,10229.95996
2010-07-21,10120.53027
2010-07-22,10322.29981
2010-07-23,10424.62012
2010-07-26,10525.42969
2010-07-27,10537.69043
2010-07-28,10497.87988
2010-07-29,10467.16016
2010-07-30,10465.94043
2010-08-02,10674.37988
2010-08-03,10636.37988
2010-08-04,10680.42969
2010-08-05,10674.98047
2010-08-06,10653.55957
2010-08-09,10698.75
2010-08-10,10644.25
2010-08-11,10378.83008
2010-08-12,10319.9502
2010-08-13,10303.15039
2010-08-16,10302.00977
2010-08-17,10405.84961
2010-08-18,10415.54004
2010-08-19,10271.20996
2010-08-20,10213.62012
2010-08-23,10174.41016
2010-08-24,10040.4502
2010-08-25,10060.05957
2010-08-26,9985.80957
2010-08-27,10150.65039
2010-08-30,10009.73047
2010-08-31,10014.71973
2010-09-01,10269.46973
2010-09-02,10320.09961
2010-09-03,10447.92969
2010-09-07,10340.69043
2010-09-08,10387.00977
2010-09-09,10415.24023
2010-09-10,10462.76953
2010-09-13,10544.12988
2010-09-14,10526.49023
2010-09-15,10572.73047
2010-09-16,10594.83008
2010-09-17,10607.84961
2010-09-20,10753.62012
2010-09-21,10761.03027
2010-09-22,10739.30957
2010-09-23,10662.41992
2010-09-24,10860.25977
2010-09-27,10812.04004
2010-09-28,10858.13965
2010-09-29,10835.28027
2010-09-30,10788.04981
2010-10-01,10829.67969
2010-10-04,10751.26953
2010-10-05,10944.71973
2010-10-06,10967.65039
2010-10-07,10948.58008
2010-10-08,11006.48047
2010-10-11,11010.33984
2010-10-12,11020.40039
2010-10-13,11096.08008
2010-10-14,11094.57031
2010-10-15,11062.78027
2010-10-18,11143.69043
2010-10-19,10978.62012
2010-10-20,11107.96973
2010-10-21,11146.57031
2010-10-22,11132.55957
2010-10-25,11164.04981
2010-10-26,11169.45996
2010-10-27,11126.28027
2010-10-28,11113.9502
2010-10-29,11118.49023
2010-11-01,11124.62012
2010-11-02,11188.71973
2010-11-03,11215.12988
2010-11-04,11434.83984
2010-11-05,11444.08008
2010-11-08,11406.83984
2010-11-09,11346.75
2010-11-10,11357.04004
2010-11-11,11283.09961
2010-11-12,11192.58008
2010-11-15,11201.96973
2010-11-16,11023.5
2010-11-17,11007.87988
2010-11-18,11181.23047
2010-11-19,11203.54981
2010-11-22,11178.58008
2010-11-23,11036.37012
2010-11-24,11187.28027
2010-11-26,11091.87012
2010-11-29,11052.49023
2010-11-30,11006.01953
2010-12-01,11255.78027
2010-12-02,11362.41016
2010-12-03,11382.08984
2010-12-06,11362.19043
2010-12-07,11359.16016
2010-12-08,11372.48047
2010-12-09,11370.05957
2010-12-10,11410.32031
2010-12-13,11428.55957
2010-12-14,11476.54004
2010-12-15,11457.46973
2010-12-16,11499.25
2010-12-17,11491.91016
2010-12-20,11478.12988
2010-12-21,11533.16016
2010-12-22,11559.49023
2010-12-23,11573.49023
2010-12-27,11555.03027
2010-12-28,11575.54004
2010-12-29,11585.37988
2010-12-30,11569.70996
2010-12-31,11577.50977
2011-01-03,11670.75
2011-01-04,11691.17969
2011-01-05,11722.88965
2011-01-06,11697.30957
2011-01-07,11674.75977
2011-01-10,11637.4502
2011-01-11,11671.87988
2011-01-12,11755.44043
2011-01-13,11731.90039
2011-01-14,11787.37988
2011-01-18,11837.92969
2011-01-19,11825.29004
2011-01-20,11822.79981
2011-01-21,11871.83984
2011-01-24,11980.51953
2011-01-25,11977.19043
2011-01-26,11985.44043
2011-01-27,11989.83008
2011-01-28,11823.7002
2011-01-31,11891.92969
2011-02-01,12040.16016
2011-02-02,12041.96973
2011-02-03,12062.25977
2011-02-04,12092.15039
2011-02-07,12161.62988
2011-02-08,12233.15039
2011-02-09,12239.88965
2011-02-10,12229.29004
2011-02-11,12273.25977
2011-02-14,12268.19043
2011-02-15,12226.63965
2011-02-16,12288.16992
2011-02-17,12318.13965
2011-02-18,12391.25
2011-02-22,12212.79004
2011-02-23,12105.78027
2011-02-24,12068.5
2011-02-25,12130.4502
2011-02-28,12226.33984
2011-03-01,12058.01953
2011-03-02,12066.79981
2011-03-03,12258.2002
2011-03-04,12169.87988
2011-03-07,12090.03027
2011-03-08,12214.37988
2011-03-09,12213.08984
2011-03-10,11984.61035
2011-03-11,12044.40039
2011-03-14,11993.16016
2011-03-15,11855.41992
2011-03-16,11613.29981
2011-03-17,11774.58984
2011-03-18,11858.51953
2011-03-21,12036.53027
2011-03-22,12018.62988
2011-03-23,12086.01953
2011-03-24,12170.55957
2011-03-25,12220.58984
2011-03-28,12197.87988
2011-03-29,12279.00977
2011-03-30,12350.61035
2011-03-31,12319.73047
2011-04-01,12376.71973
2011-04-04,12400.03027
2011-04-05,12393.90039
2011-04-06,12426.75
2011-04-07,12409.49023
2011-04-08,12380.04981
2011-04-11,12381.11035
2011-04-12,12263.58008
2011-04-13,12270.99023
2011-04-14,12285.15039
2011-04-15,12341.83008
2011-04-18,12201.58984
2011-04-19,12266.75
2011-04-20,12453.54004
2011-04-21,12505.99023
2011-04-25,12479.87988
2011-04-26,12595.37012
2011-04-27,12690.95996
2011-04-28,12763.30957
2011-04-29,12810.54004
2011-05-02,12807.36035
2011-05-03,12807.50977
2011-05-04,12723.58008
2011-05-05,12584.16992
2011-05-06,12638.74023
2011-05-09,12684.67969
2011-05-10,12760.36035
2011-05-11,12630.03027
2011-05-12,12695.91992
2011-05-13,12595.75
2011-05-16,12548.37012
2011-05-17,12479.58008
2011-05-18,12560.17969
2011-05-19,12605.32031
2011-05-20,12512.04004
2011-05-23,12381.25977
2011-05-24,12356.20996
2011-05-25,12394.66016
2011-05-26,12402.75977
2011-05-27,12441.58008
2011-05-31,12569.79004
2011-06-01,12290.13965
2011-06-02,12248.54981
2011-06-03,12151.25977
2011-06-06,12089.95996
2011-06-07,12070.80957
2011-06-08,12048.94043
2011-06-09,12124.36035
2011-06-10,11951.91016
2011-06-13,11952.96973
2011-06-14,12076.11035
2011-06-15,11897.26953
2011-06-16,11961.51953
2011-06-17,12004.36035
2011-06-20,12080.37988
2011-06-21,12190.00977
2011-06-22,12109.66992
2011-06-23,12050
2011-06-24,11934.58008
2011-06-27,12043.55957
2011-06-28,12188.69043
2011-06-29,12261.41992
2011-06-30,12414.33984
2011-07-01,12582.76953
2011-07-05,12569.87012
2011-07-06,12626.01953
2011-07-07,12719.49023
2011-07-08,12657.2002
2011-07-11,12505.75977
2011-07-12,12446.87988
2011-07-13,12491.61035
2011-07-14,12437.12012
2011-07-15,12479.73047
2011-07-18,12385.16016
2011-07-19,12587.41992
2011-07-20,12571.91016
2011-07-21,12724.41016
2011-07-22,12681.16016
2011-07-25,12592.79981
2011-07-26,12501.29981
2011-07-27,12302.54981
2011-07-28,12240.11035
2011-07-29,12143.24023
2011-08-01,12132.49023
2011-08-02,11866.62012
2011-08-03,11896.44043
2011-08-04,11383.67969
2011-08-05,11444.61035
2011-08-08,10809.84961
2011-08-09,11239.76953
2011-08-10,10719.94043
2011-08-11,11143.30957
2011-08-12,11269.01953
2011-08-15,11482.90039
2011-08-16,11405.92969
2011-08-17,11410.20996
2011-08-18,10990.58008
2011-08-19,10817.65039
2011-08-22,10854.65039
2011-08-23,11176.75977
2011-08-24,11320.70996
2011-08-25,11149.82031
2011-08-26,11284.54004
2011-08-29,11539.25
2011-08-30,11559.9502
2011-08-31,11613.53027
2011-09-01,11493.57031
2011-09-02,11240.25977
2011-09-06,11139.29981
2011-09-07,11414.86035
2011-09-08,11295.80957
2011-09-09,10992.12988
2011-09-12,11061.12012
2011-09-13,11105.84961
2011-09-14,11246.73047
2011-09-15,11433.17969
2011-09-16,11509.08984
2011-09-19,11401.00977
2011-09-20,11408.66016
2011-09-21,11124.83984
2011-09-22,10733.83008
2011-09-23,10771.48047
2011-09-26,11043.86035
2011-09-27,11190.69043
2011-09-28,11010.90039
2011-09-29,11153.98047
2011-09-30,10913.37988
2011-10-03,10655.29981
2011-10-04,10808.70996
2011-10-05,10939.9502
2011-10-06,11123.33008
2011-10-07,11103.12012
2011-10-10,11433.17969
2011-10-11,11416.29981
2011-10-12,11518.84961
2011-10-13,11478.12988
2011-10-14,11644.49023
2011-10-17,11397
2011-10-18,11577.04981
2011-10-19,11504.62012
2011-10-20,11541.78027
2011-10-21,11808.79004
2011-10-24,11913.62012
2011-10-25,11706.62012
2011-10-26,11869.04004
2011-10-27,12208.54981
2011-10-28,12231.11035
2011-10-31,11955.00977
2011-11-01,11657.95996
2011-11-02,11836.04004
2011-11-03,12044.46973
2011-11-04,11983.24023
2011-11-07,12068.38965
2011-11-08,12170.17969
2011-11-09,11780.94043
2011-11-10,11893.86035
2011-11-11,12153.67969
2011-11-14,12078.98047
2011-11-15,12096.16016
2011-11-16,11905.58984
2011-11-17,11770.73047
2011-11-18,11796.16016
2011-11-21,11547.30957
2011-11-22,11493.71973
2011-11-23,11257.54981
2011-11-25,11231.65039
2011-11-28,11523.00977
2011-11-29,11555.62988
2011-11-30,12045.67969
2011-12-01,12020.03027
2011-12-02,12019.41992
2011-12-05,12097.83008
2011-12-06,12150.12988
2011-12-07,12196.37012
2011-12-08,11997.7002
2011-12-09,12184.25977
2011-12-12,12021.38965
2011-12-13,11954.94043
2011-12-14,11823.48047
2011-12-15,11868.80957
2011-12-16,11866.38965
2011-12-19,11766.25977
2011-12-20,12103.58008
2011-12-21,12107.74023
2011-12-22,12169.65039
2011-12-23,12294
2011-12-27,12291.34961
2011-12-28,12151.41016
2011-12-29,12287.04004
2011-12-30,12217.55957
2012-01-03,12397.37988
2012-01-04,12418.41992
2012-01-05,12415.7002
2012-01-06,12359.91992
2012-01-09,12392.69043
2012-01-10,12462.46973
2012-01-11,12449.4502
2012-01-12,12471.01953
2012-01-13,12422.05957
2012-01-17,12482.07031
2012-01-18,12578.9502
2012-01-19,12623.98047
2012-01-20,12720.48047
2012-01-23,12708.82031
2012-01-24,12675.75
2012-01-25,12758.84961
2012-01-26,12734.62988
2012-01-27,12660.45996
2012-01-30,12653.71973
2012-01-31,12632.91016
2012-02-01,12716.45996
2012-02-02,12705.41016
2012-02-03,12862.23047
2012-02-06,12845.12988
2012-02-07,12878.2002
2012-02-08,12883.9502
2012-02-09,12890.45996
2012-02-10,12801.23047
2012-02-13,12874.04004
2012-02-14,12878.28027
2012-02-15,12780.9502
2012-02-16,12904.08008
2012-02-17,12949.87012
2012-02-21,12965.69043
2012-02-22,12938.66992
2012-02-23,12984.69043
2012-02-24,12982.9502
2012-02-27,12981.50977
2012-02-28,13005.12012
2012-02-29,12952.07031
2012-03-01,12980.29981
2012-03-02,12977.57031
2012-03-05,12962.80957
2012-03-06,12759.15039
2012-03-07,12837.33008
2012-03-08,12907.94043
2012-03-09,12922.01953
2012-03-12,12959.70996
2012-03-13,13177.67969
2012-03-14,13194.09961
2012-03-15,13252.75977
2012-03-16,13232.62012
2012-03-19,13239.12988
2012-03-20,13170.19043
2012-03-21,13124.62012
2012-03-22,13046.13965
2012-03-23,13080.73047
2012-03-26,13241.62988
2012-03-27,13197.73047
2012-03-28,13126.20996
2012-03-29,13145.82031
2012-03-30,13212.04004
2012-04-02,13264.49023
2012-04-03,13199.54981
2012-04-04,13074.75
2012-04-05,13060.13965
2012-04-09,12929.58984
2012-04-10,12715.92969
2012-04-11,12805.38965
2012-04-12,12986.58008
2012-04-13,12849.58984
2012-04-16,12921.41016
2012-04-17,13115.54004
2012-04-18,13032.75
2012-04-19,12964.09961
2012-04-20,13029.25977
2012-04-23,12927.16992
2012-04-24,13001.55957
2012-04-25,13090.71973
2012-04-26,13204.62012
2012-04-27,13228.30957
2012-04-30,13213.62988
2012-05-01,13279.32031
2012-05-02,13268.57031
2012-05-03,13206.58984
2012-05-04,13038.26953
2012-05-07,13008.53027
2012-05-08,12932.08984
2012-05-09,12835.05957
2012-05-10,12855.04004
2012-05-11,12820.59961
2012-05-14,12695.34961
2012-05-15,12632
2012-05-16,12598.54981
2012-05-17,12442.49023
2012-05-18,12369.37988
2012-05-21,12504.48047
2012-05-22,12502.80957
2012-05-23,12496.15039
2012-05-24,12529.75
2012-05-25,12454.83008
2012-05-29,12580.69043
2012-05-30,12419.86035
2012-05-31,12393.4502
2012-06-01,12118.57031
2012-06-04,12101.45996
2012-06-05,12127.9502
2012-06-06,12414.79004
2012-06-07,12460.95996
2012-06-08,12554.2002
2012-06-11,12411.23047
2012-06-12,12573.79981
2012-06-13,12496.37988
2012-06-14,12651.91016
2012-06-15,12767.16992
2012-06-18,12741.82031
2012-06-19,12837.33008
2012-06-20,12824.38965
2012-06-21,12573.57031
2012-06-22,12640.78027
2012-06-25,12502.66016
2012-06-26,12534.66992
2012-06-27,12627.00977
2012-06-28,12602.25977
2012-06-29,12880.08984
2012-07-02,12871.38965
2012-07-03,12943.66016
2012-07-05,12896.66992
2012-07-06,12772.46973
2012-07-09,12736.29004
2012-07-10,12653.12012
2012-07-11,12604.53027
2012-07-12,12573.26953
2012-07-13,12777.08984
2012-07-16,12727.20996
2012-07-17,12805.54004
2012-07-18,12908.7002
2012-07-19,12943.36035
2012-07-20,12822.57031
2012-07-23,12721.45996
2012-07-24,12617.32031
2012-07-25,12676.04981
2012-07-26,12887.92969
2012-07-27,13075.66016
2012-07-30,13073.00977
2012-07-31,13008.67969
2012-08-01,12976.12988
2012-08-02,12878.87988
2012-08-03,13096.16992
2012-08-06,13117.50977
2012-08-07,13168.59961
2012-08-08,13175.63965
2012-08-09,13165.19043
2012-08-10,13207.9502
2012-08-13,13169.42969
2012-08-14,13172.13965
2012-08-15,13164.78027
2012-08-16,13250.11035
2012-08-17,13275.2002
2012-08-20,13271.63965
2012-08-21,13203.58008
2012-08-22,13172.75977
2012-08-23,13057.45996
2012-08-24,13157.96973
2012-08-27,13124.66992
2012-08-28,13102.99023
2012-08-29,13107.48047
2012-08-30,13000.70996
2012-08-31,13090.83984
2012-09-04,13035.94043
2012-09-05,13047.48047
2012-09-06,13292
2012-09-07,13306.63965
2012-09-10,13254.29004
2012-09-11,13323.36035
2012-09-12,13333.34961
2012-09-13,13539.86035
2012-09-14,13593.37012
2012-09-17,13553.09961
2012-09-18,13564.63965
2012-09-19,13577.95996
2012-09-20,13596.92969
2012-09-21,13579.46973
2012-09-24,13558.91992
2012-09-25,13457.54981
2012-09-26,13413.50977
2012-09-27,13485.96973
2012-09-28,13437.12988
2012-10-01,13515.11035
2012-10-02,13482.36035
2012-10-03,13494.61035
2012-10-04,13575.36035
2012-10-05,13610.15039
2012-10-08,13583.65039
2012-10-09,13473.53027
2012-10-10,13344.96973
2012-10-11,13326.38965
2012-10-12,13328.84961
2012-10-15,13424.23047
2012-10-16,13551.78027
2012-10-17,13557
2012-10-18,13548.94043
2012-10-19,13343.50977
2012-10-22,13345.88965
2012-10-23,13102.53027
2012-10-24,13077.33984
2012-10-25,13103.67969
2012-10-26,13107.20996
2012-10-31,13096.45996
2012-11-01,13232.62012
2012-11-02,13093.16016
2012-11-05,13112.44043
2012-11-06,13245.67969
2012-11-07,12932.73047
2012-11-08,12811.32031
2012-11-09,12815.38965
2012-11-12,12815.08008
2012-11-13,12756.17969
2012-11-14,12570.9502
2012-11-15,12542.37988
2012-11-16,12588.30957
2012-11-19,12795.95996
2012-11-20,12788.50977
2012-11-21,12836.88965
2012-11-23,13009.53027
2012-11-26,12967.37012
2012-11-27,12878.12988
2012-11-28,12985.11035
2012-11-29,13021.82031
2012-11-30,13025.58008
2012-12-03,12965.59961
2012-12-04,12951.78027
2012-12-05,13034.49023
2012-12-06,13074.04004
2012-12-07,13155.12988
2012-12-10,13169.87988
2012-12-11,13248.44043
2012-12-12,13245.4502
2012-12-13,13170.71973
2012-12-14,13135.00977
2012-12-17,13235.38965
2012-12-18,13350.95996
2012-12-19,13251.96973
2012-12-20,13311.71973
2012-12-21,13190.83984
2012-12-24,13138.92969
2012-12-26,13114.58984
2012-12-27,13096.30957
2012-12-28,12938.11035
2012-12-31,13104.13965
2013-01-02,13412.54981
2013-01-03,13391.36035
2013-01-04,13435.20996
2013-01-07,13384.29004
2013-01-08,13328.84961
2013-01-09,13390.50977
2013-01-10,13471.21973
2013-01-11,13488.42969
2013-01-14,13507.32031
2013-01-15,13534.88965
2013-01-16,13511.23047
2013-01-17,13596.01953
2013-01-18,13649.7002
2013-01-22,13712.20996
2013-01-23,13779.33008
2013-01-24,13825.33008
2013-01-25,13895.98047
2013-01-28,13881.92969
2013-01-29,13954.41992
2013-01-30,13910.41992
2013-01-31,13860.58008
2013-02-01,14009.79004
2013-02-04,13880.08008
2013-02-05,13979.29981
2013-02-06,13986.51953
2013-02-07,13944.04981
2013-02-08,13992.96973
2013-02-11,13971.24023
2013-02-12,14018.7002
2013-02-13,13982.91016
2013-02-14,13973.38965
2013-02-15,13981.75977
2013-02-19,14035.66992
2013-02-20,13927.54004
2013-02-21,13880.62012
2013-02-22,14000.57031
2013-02-25,13784.16992
2013-02-26,13900.12988
2013-02-27,14075.37012
2013-02-28,14054.49023
2013-03-01,14089.66016
2013-03-04,14127.82031
2013-03-05,14253.76953
2013-03-06,14296.24023
2013-03-07,14329.49023
2013-03-08,14397.07031
2013-03-11,14447.29004
2013-03-12,14450.05957
2013-03-13,14455.28027
2013-03-14,14539.13965
2013-03-15,14514.11035
2013-03-18,14452.05957
2013-03-19,14455.82031
2013-03-20,14511.73047
2013-03-21,14421.49023
2013-03-22,14512.03027
2013-03-25,14447.75
2013-03-26,14559.65039
2013-03-27,14526.16016
2013-03-28,14578.54004
2013-04-01,14572.84961
2013-04-02,14662.00977
2013-04-03,14550.34961
2013-04-04,14606.11035
2013-04-05,14565.25
2013-04-08,14613.48047
2013-04-09,14673.45996
2013-04-10,14802.24023
2013-04-11,14865.13965
2013-04-12,14865.05957
2013-04-15,14599.2002
2013-04-16,14756.78027
2013-04-17,14618.58984
